Date,Price,Product_name,Product_code,Amount
18/08/2013,10974.82,San pham G,SPG,75163
19/08/2013,11000.92,San pham G,SPG,75562
20/08/2013,11027.02,San pham G,SPG,75961
21/08/2013,11053.12,San pham G,SPG,76360
22/08/2013,11079.22,San pham G,SPG,76759
23/08/2013,11105.32,San pham G,SPG,77158
24/08/2013,11131.42,San pham G,SPG,77557
25/08/2013,11157.52,San pham G,SPG,77956
26/08/2013,11183.62,San pham G,SPG,78355
27/08/2013,11209.72,San pham G,SPG,78754
28/08/2013,11235.82,San pham G,SPG,79153
29/08/2013,11261.92,San pham F,SPF,79552
30/08/2013,11288.02,San pham F,SPF,79951
31/08/2013,11314.12,San pham F,SPF,80350
01/09/2013,11340.22,San pham F,SPF,80749
02/09/2013,11366.32,San pham F,SPF,81148
03/09/2013,11392.42,San pham F,SPF,81547
04/09/2013,11418.52,San pham F,SPF,81946
05/09/2013,11444.62,San pham F,SPF,82345
06/09/2013,11470.72,San pham F,SPF,82744
07/09/2013,11496.82,San pham F,SPF,83143
08/09/2013,11522.92,San pham F,SPF,83542
09/09/2013,11549.02,San pham F,SPF,83941
10/09/2013,11575.12,San pham F,SPF,84340
11/09/2013,11601.22,San pham F,SPF,84739
12/09/2013,11627.32,San pham F,SPF,85138
13/09/2013,11653.42,San pham F,SPF,85537
14/09/2013,11679.52,San pham F,SPF,85936
15/09/2013,11705.62,San pham F,SPF,86335
16/09/2013,11731.72,San pham F,SPF,86734
17/09/2013,11757.82,San pham F,SPF,87133
18/09/2013,11783.92,San pham A,SPA,87532
19/09/2013,11810.02,San pham A,SPA,87931
20/09/2013,11836.12,San pham A,SPA,88330
21/09/2013,11862.22,San pham B,SPB,88729
22/09/2013,11888.32,San pham B,SPB,89128
23/09/2013,11914.42,San pham B,SPB,89527
24/09/2013,11940.52,San pham C,SPC,89926
25/09/2013,11966.62,San pham C,SPC,90325
26/09/2013,11992.72,San pham C,SPC,90724
27/09/2013,12018.82,San pham C,SPC,91123
28/09/2013,12044.92,San pham C,SPC,91522
29/09/2013,12071.02,San pham D,SPD,91921
30/09/2013,12097.12,San pham D,SPD,92320
01/10/2013,12123.22,San pham D,SPD,92719
02/10/2013,12149.32,San pham D,SPD,93118
03/10/2013,12175.42,San pham D,SPD,93517
04/10/2013,12201.52,San pham E,SPE,93916
05/10/2013,12227.62,San pham E,SPE,94315
06/10/2013,12253.72,San pham E,SPE,94714
07/10/2013,12279.82,San pham E,SPE,95113
08/10/2013,12305.92,San pham E,SPE,95512
09/10/2013,12332.02,San pham E,SPE,95911
10/10/2013,12358.12,San pham E,SPE,96310
11/10/2013,12384.22,San pham E,SPE,96709
12/10/2013,12410.32,San pham E,SPE,97108
13/10/2013,12436.42,San pham E,SPE,97507
14/10/2013,12462.52,San pham D,SPD,97906
15/10/2013,12488.62,San pham D,SPD,98305
16/10/2013,12514.72,San pham D,SPD,98704
17/10/2013,12540.82,San pham D,SPD,99103
18/10/2013,12566.92,San pham D,SPD,99502
19/10/2013,12593.02,San pham D,SPD,99901
20/10/2013,12619.12,San pham D,SPD,100300
21/10/2013,12645.22,San pham D,SPD,100699
22/10/2013,12671.32,San pham D,SPD,101098
23/10/2013,12697.42,San pham D,SPD,101497
24/10/2013,12723.52,San pham D,SPD,101896
25/10/2013,12749.62,San pham D,SPD,102295
26/10/2013,12775.72,San pham D,SPD,102694
27/10/2013,12801.82,San pham D,SPD,103093
28/10/2013,12827.92,San pham D,SPD,103492
29/10/2013,12854.02,San pham E,SPE,103891
30/10/2013,12880.12,San pham E,SPE,104290
31/10/2013,12906.22,San pham E,SPE,104689
01/11/2013,12932.32,San pham E,SPE,105088
02/11/2013,12958.42,San pham E,SPE,105487
03/11/2013,12984.52,San pham E,SPE,105886
04/11/2013,13010.62,San pham E,SPE,106285
05/11/2013,13036.72,San pham E,SPE,106684
06/11/2013,13062.82,San pham E,SPE,107083
07/11/2013,13088.92,San pham E,SPE,107482
08/11/2013,13115.02,San pham E,SPE,107881
09/11/2013,13141.12,San pham E,SPE,108280
10/11/2013,13167.22,San pham E,SPE,108679
11/11/2013,13193.32,San pham E,SPE,109078
12/11/2013,13219.42,San pham E,SPE,109477
13/11/2013,13245.52,San pham E,SPE,109876
14/11/2013,13271.62,San pham E,SPE,110275
15/11/2013,13297.72,San pham E,SPE,110674
16/11/2013,13323.82,San pham E,SPE,111073
17/11/2013,13349.92,San pham E,SPE,111472
18/11/2013,13376.02,San pham E,SPE,111871
19/11/2013,13402.12,San pham E,SPE,112270
20/11/2013,13428.22,San pham E,SPE,112669
21/11/2013,13454.32,San pham E,SPE,113068
22/11/2013,13480.42,San pham E,SPE,113467
23/11/2013,13506.52,San pham E,SPE,113866
24/11/2013,13532.62,San pham E,SPE,114265
25/11/2013,13558.72,San pham F,SPF,114664
26/11/2013,13584.82,San pham F,SPF,115063
27/11/2013,13610.92,San pham F,SPF,115462
28/11/2013,13637.02,San pham F,SPF,115861
29/11/2013,13663.12,San pham F,SPF,116260
30/11/2013,13689.22,San pham F,SPF,116659
01/12/2013,13715.32,San pham F,SPF,117058
02/12/2013,13741.42,San pham F,SPF,117457
03/12/2013,13767.52,San pham F,SPF,117856
04/12/2013,13793.62,San pham F,SPF,118255
05/12/2013,13819.72,San pham F,SPF,118654
06/12/2013,13845.82,San pham F,SPF,119053
07/12/2013,13871.92,San pham F,SPF,119452
08/12/2013,13898.02,San pham F,SPF,119851
09/12/2013,13924.12,San pham F,SPF,120250
10/12/2013,13950.22,San pham F,SPF,120649
11/12/2013,13976.32,San pham F,SPF,121048
12/12/2013,14002.42,San pham F,SPF,121447
13/12/2013,14028.52,San pham G,SPG,121846
14/12/2013,14054.62,San pham G,SPG,122245
15/12/2013,14080.72,San pham G,SPG,122644
16/12/2013,14106.82,San pham G,SPG,123043
17/12/2013,14132.92,San pham G,SPG,123442
18/12/2013,14159.02,San pham G,SPG,123841
19/12/2013,14185.12,San pham G,SPG,124240
20/12/2013,14211.22,San pham G,SPG,124639
21/12/2013,14237.32,San pham G,SPG,125038
22/12/2013,14263.42,San pham G,SPG,125437
23/12/2013,14289.52,San pham G,SPG,125836
24/12/2013,14315.62,San pham G,SPG,126235
25/12/2013,14341.72,San pham G,SPG,126634
26/12/2013,14367.82,San pham G,SPG,127033
27/12/2013,14393.92,San pham G,SPG,127432
28/12/2013,14420.02,San pham G,SPG,127831
29/12/2013,14446.12,San pham G,SPG,128230
30/12/2013,14472.22,San pham G,SPG,128629
31/12/2013,14498.32,San pham G,SPG,129028
01/01/2014,14524.42,San pham G,SPG,129427
02/01/2014,14550.52,San pham G,SPG,129826
03/01/2014,14576.62,San pham G,SPG,130225
04/01/2014,14602.72,San pham G,SPG,130624
05/01/2014,14628.82,San pham G,SPG,131023
06/01/2014,14654.92,San pham G,SPG,131422
07/01/2014,14681.02,San pham G,SPG,131821
08/01/2014,14707.12,San pham G,SPG,132220
09/01/2014,14733.22,San pham G,SPG,132619
10/01/2014,14759.32,San pham G,SPG,133018
11/01/2014,14785.42,San pham G,SPG,133417
12/01/2014,14811.52,San pham G,SPG,133816
13/01/2014,14837.62,San pham G,SPG,134215
14/01/2014,14863.72,San pham G,SPG,134614
15/01/2014,14889.82,San pham G,SPG,135013
16/01/2014,14915.92,San pham G,SPG,135412
17/01/2014,14942.02,San pham G,SPG,135811
18/01/2014,14968.12,San pham G,SPG,136210
19/01/2014,14994.22,San pham G,SPG,136609
20/01/2014,15020.32,San pham G,SPG,137008
21/01/2014,15046.42,San pham G,SPG,137407
22/01/2014,15072.52,San pham G,SPG,137806
23/01/2014,15098.62,San pham G,SPG,138205
24/01/2014,15124.72,San pham G,SPG,138604
25/01/2014,15150.82,San pham G,SPG,139003
26/01/2014,15176.92,San pham G,SPG,139402
27/01/2014,15203.02,San pham G,SPG,139801
28/01/2014,15853.02,San pham F,SPF,140200
29/01/2014,16503.02,San pham F,SPF,140599
30/01/2014,17153.02,San pham F,SPF,140998
31/01/2014,17803.02,San pham F,SPF,141397
01/02/2014,18453.02,San pham F,SPF,141796
02/02/2014,19103.02,San pham F,SPF,142195
03/02/2014,19753.02,San pham F,SPF,142594
04/02/2014,20403.02,San pham F,SPF,142993
05/02/2014,21053.02,San pham F,SPF,143392
06/02/2014,21703.02,San pham F,SPF,143791
07/02/2014,22353.02,San pham F,SPF,144190
08/02/2014,23003.02,San pham F,SPF,144589
09/02/2014,23653.02,San pham F,SPF,145489
10/02/2014,24303.02,San pham F,SPF,146089
11/02/2014,24953.02,San pham F,SPF,146689
12/02/2014,25603.02,San pham F,SPF,147289
13/02/2014,26253.02,San pham F,SPF,147889
14/02/2014,26903.02,San pham F,SPF,148489
15/02/2014,27103.02,San pham G,SPG,149089
16/02/2014,27303.02,San pham G,SPG,149689
17/02/2014,27503.02,San pham G,SPG,150289
18/02/2014,27703.02,San pham G,SPG,150889
19/02/2014,27903.02,San pham G,SPG,151489
20/02/2014,28103.02,San pham G,SPG,152089
21/02/2014,28303.02,San pham G,SPG,152689
22/02/2014,28503.02,San pham G,SPG,153289
23/02/2014,28703.02,San pham G,SPG,153889
24/02/2014,28903.02,San pham G,SPG,154489
25/02/2014,29103.02,San pham G,SPG,155089
26/02/2014,29303.02,San pham G,SPG,155689
27/02/2014,29503.02,San pham G,SPG,156289
28/02/2014,29703.02,San pham G,SPG,156889
01/03/2014,29903.02,San pham G,SPG,157489
02/03/2014,30103.02,San pham G,SPG,158089
03/03/2014,30303.02,San pham G,SPG,158689
04/03/2014,30503.02,San pham G,SPG,159289
05/03/2014,30703.02,San pham G,SPG,159889
06/03/2014,30903.02,San pham G,SPG,160489
07/03/2014,31103.02,San pham G,SPG,161089
08/03/2014,31303.02,San pham G,SPG,161689
09/03/2014,31503.02,San pham G,SPG,162289
10/03/2014,31703.02,San pham G,SPG,162889
11/03/2014,31903.02,San pham G,SPG,163489
12/03/2014,32103.02,San pham G,SPG,164089
13/03/2014,32303.02,San pham A,SPA,164689
14/03/2014,32503.02,San pham A,SPA,165289
15/03/2014,32703.02,San pham A,SPA,165889
16/03/2014,32903.02,San pham B,SPB,166489
17/03/2014,33103.02,San pham B,SPB,167089
18/03/2014,33303.02,San pham B,SPB,167689
19/03/2014,33503.02,San pham C,SPC,168289
20/03/2014,33703.02,San pham C,SPC,168889
21/03/2014,33903.02,San pham C,SPC,169489
22/03/2014,34103.02,San pham C,SPC,170089
23/03/2014,34303.02,San pham C,SPC,170689
24/03/2014,34503.02,San pham D,SPD,171289
25/03/2014,34703.02,San pham D,SPD,171889
26/03/2014,34903.02,San pham D,SPD,172489
27/03/2014,35103.02,San pham D,SPD,173089
28/03/2014,35303.02,San pham D,SPD,173689
29/03/2014,35702.02,San pham E,SPE,174289
30/03/2014,36101.02,San pham E,SPE,174889
31/03/2014,36500.02,San pham E,SPE,175489
01/04/2014,36899.02,San pham E,SPE,176089
02/04/2014,37298.02,San pham E,SPE,176689
03/04/2014,37697.02,San pham E,SPE,177289
04/04/2014,38096.02,San pham E,SPE,177889
05/04/2014,38495.02,San pham E,SPE,178489
06/04/2014,38894.02,San pham E,SPE,179089
07/04/2014,39293.02,San pham E,SPE,179689
08/04/2014,39692.02,San pham D,SPD,180289
09/04/2014,40091.02,San pham D,SPD,180889
10/04/2014,40490.02,San pham D,SPD,181489
11/04/2014,40889.02,San pham D,SPD,182089
12/04/2014,41288.02,San pham D,SPD,182689
13/04/2014,41687.02,San pham D,SPD,183289
14/04/2014,42086.02,San pham D,SPD,183889
15/04/2014,42485.02,San pham D,SPD,184489
16/04/2014,42884.02,San pham D,SPD,185089
17/04/2014,43283.02,San pham D,SPD,185689
18/04/2014,43682.02,San pham D,SPD,186289
19/04/2014,44081.02,San pham D,SPD,186889
20/04/2014,44480.02,San pham D,SPD,187489
21/04/2014,44879.02,San pham D,SPD,188089
22/04/2014,45278.02,San pham D,SPD,188689
23/04/2014,45677.02,San pham E,SPE,189289
24/04/2014,46076.02,San pham E,SPE,189889
25/04/2014,46475.02,San pham E,SPE,190489
26/04/2014,46874.02,San pham E,SPE,191089
27/04/2014,47273.02,San pham E,SPE,191689
28/04/2014,47672.02,San pham E,SPE,192289
29/04/2014,48071.02,San pham E,SPE,192889
30/04/2014,48470.02,San pham E,SPE,193489
01/05/2014,48869.02,San pham E,SPE,194089
02/05/2014,49268.02,San pham E,SPE,194689
03/05/2014,49667.02,San pham E,SPE,195289
04/05/2014,50066.02,San pham E,SPE,195889
05/05/2014,50465.02,San pham E,SPE,196489
06/05/2014,50864.02,San pham E,SPE,197089
07/05/2014,51263.02,San pham E,SPE,197689
08/05/2014,51662.02,San pham E,SPE,198289
09/05/2014,52061.02,San pham E,SPE,198889
10/05/2014,52460.02,San pham E,SPE,199489
11/05/2014,52859.02,San pham E,SPE,200089
12/05/2014,53258.02,San pham E,SPE,200689
13/05/2014,53657.02,San pham E,SPE,201289
14/05/2014,54056.02,San pham E,SPE,201889
15/05/2014,54455.02,San pham E,SPE,202489
16/05/2014,54854.02,San pham E,SPE,203089
17/05/2014,55253.02,San pham E,SPE,203689
18/05/2014,55652.02,San pham E,SPE,204289
19/05/2014,56051.02,San pham E,SPE,204889
20/05/2014,56450.02,San pham F,SPF,205489
21/05/2014,56849.02,San pham F,SPF,206089
22/05/2014,57248.02,San pham F,SPF,206689
23/05/2014,57647.02,San pham F,SPF,207289
24/05/2014,58046.02,San pham F,SPF,207889
25/05/2014,58445.02,San pham F,SPF,208489
26/05/2014,58844.02,San pham F,SPF,209089
27/05/2014,59243.02,San pham F,SPF,209689
28/05/2014,59642.02,San pham F,SPF,210289
29/05/2014,60041.02,San pham F,SPF,210889
30/05/2014,60440.02,San pham F,SPF,211489
31/05/2014,60839.02,San pham F,SPF,212089
01/06/2014,61238.02,San pham F,SPF,212689
02/06/2014,61637.02,San pham F,SPF,213289
03/06/2014,62036.02,San pham F,SPF,213889
04/06/2014,62435.02,San pham F,SPF,214489
05/06/2014,62834.02,San pham F,SPF,215089
06/06/2014,63233.02,San pham F,SPF,215689
07/06/2014,63632.02,San pham G,SPG,216289
08/06/2014,64031.02,San pham G,SPG,216889
09/06/2014,64430.02,San pham G,SPG,217489
10/06/2014,64829.02,San pham G,SPG,218089
11/06/2014,65228.02,San pham G,SPG,218689
12/06/2014,65428.02,San pham G,SPG,219289
13/06/2014,65628.02,San pham G,SPG,219889
14/06/2014,65828.02,San pham G,SPG,220489
15/06/2014,66028.02,San pham G,SPG,221089
16/06/2014,66228.02,San pham G,SPG,221689
17/06/2014,66428.02,San pham G,SPG,222289
18/06/2014,66628.02,San pham G,SPG,223189
19/06/2014,66828.02,San pham G,SPG,223789
20/06/2014,67028.02,San pham G,SPG,224389
21/06/2014,67228.02,San pham G,SPG,224989
22/06/2014,67428.02,San pham G,SPG,225589
23/06/2014,67628.02,San pham G,SPG,226189
24/06/2014,67828.02,San pham G,SPG,226789
25/06/2014,68028.02,San pham G,SPG,227389
26/06/2014,68228.02,San pham G,SPG,227989
27/06/2014,68428.02,San pham G,SPG,228589
28/06/2014,68628.02,San pham G,SPG,229189
29/06/2014,68828.02,San pham G,SPG,229789
30/06/2014,69028.02,San pham G,SPG,230389
01/07/2014,69228.02,San pham G,SPG,230989
02/07/2014,69428.02,San pham G,SPG,231589
03/07/2014,69628.02,San pham G,SPG,232189
04/07/2014,69828.02,San pham G,SPG,232789
05/07/2014,70028.02,San pham G,SPG,233389
06/07/2014,70228.02,San pham G,SPG,233989
07/07/2014,70428.02,San pham G,SPG,234589
08/07/2014,70628.02,San pham G,SPG,235189
09/07/2014,70828.02,San pham G,SPG,235789
10/07/2014,71028.02,San pham G,SPG,236389
11/07/2014,71228.02,San pham G,SPG,236989
12/07/2014,71428.02,San pham G,SPG,237589
13/07/2014,71628.02,San pham G,SPG,238189
14/07/2014,71828.02,San pham G,SPG,238789
15/07/2014,72028.02,San pham G,SPG,239389
16/07/2014,72228.02,San pham G,SPG,239989
17/07/2014,72428.02,San pham G,SPG,240589
18/07/2014,72628.02,San pham G,SPG,241189
19/07/2014,72828.02,San pham G,SPG,241789
20/07/2014,73028.02,San pham G,SPG,242389
21/07/2014,73228.02,San pham G,SPG,242989
22/07/2014,73428.02,San pham G,SPG,243589
23/07/2014,73628.02,San pham G,SPG,244189
24/07/2014,73828.02,San pham G,SPG,244789
25/07/2014,74028.02,San pham G,SPG,245389
26/07/2014,74228.02,San pham G,SPG,245989
27/07/2014,84228.02,San pham G,SPG,246589
28/07/2014,85228.02,San pham G,SPG,247189
29/07/2014,86228.02,San pham G,SPG,247789
30/07/2014,87228.02,San pham G,SPG,248389
31/07/2014,88228.02,San pham G,SPG,248989
01/08/2014,89228.02,San pham G,SPG,249589
02/08/2014,90228.02,San pham G,SPG,250189
03/08/2014,91228.02,San pham G,SPG,250789
04/08/2014,92228.02,San pham G,SPG,251389
05/08/2014,93228.02,San pham G,SPG,251989
06/08/2014,94228.02,San pham G,SPG,252589
07/08/2014,95228.02,San pham G,SPG,253189
08/08/2014,96228.02,San pham G,SPG,253789
09/08/2014,97228.02,San pham G,SPG,254389
10/08/2014,98228.02,San pham G,SPG,254989
11/08/2014,99228.02,San pham G,SPG,255589
12/08/2014,100228.02,San pham G,SPG,256189
13/08/2014,101228.02,San pham G,SPG,256789
14/08/2014,102228.02,San pham G,SPG,257389
15/08/2014,103228.02,San pham G,SPG,257989
16/08/2014,104228.02,San pham G,SPG,258589
17/08/2014,105228.02,San pham G,SPG,259189
18/08/2014,106228.02,San pham G,SPG,259789
19/08/2014,107228.02,San pham G,SPG,260389
20/08/2014,108228.02,San pham G,SPG,260989
21/08/2014,109228.02,San pham G,SPG,261589
22/08/2014,110228.02,San pham G,SPG,262189
23/08/2014,111228.02,San pham G,SPG,262789
24/08/2014,112228.02,San pham G,SPG,263389
25/08/2014,113228.02,San pham G,SPG,263989
26/08/2014,114228.02,San pham G,SPG,264589
27/08/2014,115228.02,San pham G,SPG,265189
28/08/2014,116228.02,San pham G,SPG,265789
29/08/2014,117228.02,San pham G,SPG,266389
30/08/2014,118228.02,San pham G,SPG,266989
31/08/2014,119228.02,San pham G,SPG,267589
01/09/2014,120228.02,San pham G,SPG,268189
02/09/2014,121228.02,San pham G,SPG,268789
03/09/2014,122228.02,San pham G,SPG,269389
04/09/2014,123228.02,San pham G,SPG,269989
05/09/2014,124228.02,San pham G,SPG,270589
06/09/2014,125228.02,San pham G,SPG,271189
07/09/2014,126228.02,San pham G,SPG,271789
08/09/2014,127228.02,San pham G,SPG,272389
09/09/2014,128228.02,San pham G,SPG,272989
10/09/2014,129228.02,San pham G,SPG,273589
11/09/2014,130228.02,San pham G,SPG,274189
12/09/2014,131228.02,San pham G,SPG,274789
13/09/2014,132228.02,San pham G,SPG,275389
14/09/2014,133228.02,San pham A,SPA,275989
15/09/2014,134228.02,San pham A,SPA,276589
16/09/2014,135228.02,San pham A,SPA,277189
17/09/2014,136228.02,San pham B,SPB,277789
18/09/2014,137228.02,San pham B,SPB,278389
19/09/2014,138228.02,San pham B,SPB,278989
20/09/2014,139228.02,San pham C,SPC,279589
21/09/2014,140228.02,San pham C,SPC,280189
22/09/2014,141228.02,San pham C,SPC,280789
23/09/2014,142228.02,San pham C,SPC,281389
24/09/2014,143228.02,San pham C,SPC,282289
25/09/2014,144228.02,San pham D,SPD,282889
26/09/2014,145228.02,San pham D,SPD,283489
27/09/2014,146228.02,San pham D,SPD,284089
28/09/2014,147228.02,San pham D,SPD,284689
29/09/2014,148228.02,San pham D,SPD,285289
30/09/2014,149228.02,San pham E,SPE,285889
01/10/2014,150228.02,San pham E,SPE,286489
02/10/2014,151228.02,San pham E,SPE,287089
03/10/2014,152228.02,San pham E,SPE,287689
04/10/2014,153228.02,San pham E,SPE,288289
05/10/2014,154228.02,San pham E,SPE,288889
06/10/2014,155228.02,San pham E,SPE,289489
07/10/2014,156228.02,San pham E,SPE,290089
08/10/2014,157228.02,San pham E,SPE,290689
09/10/2014,158228.02,San pham E,SPE,291289
10/10/2014,159228.02,San pham D,SPD,291889
11/10/2014,160228.02,San pham D,SPD,292489
12/10/2014,161228.02,San pham D,SPD,293089
13/10/2014,162228.02,San pham D,SPD,293689
14/10/2014,163228.02,San pham D,SPD,294289
15/10/2014,164228.02,San pham D,SPD,294889
16/10/2014,165228.02,San pham D,SPD,295489
17/10/2014,166228.02,San pham D,SPD,296089
18/10/2014,167228.02,San pham D,SPD,296689
19/10/2014,168228.02,San pham D,SPD,297289
20/10/2014,169228.02,San pham D,SPD,297889
21/10/2014,170228.02,San pham D,SPD,298489
22/10/2014,171228.02,San pham D,SPD,299089
23/10/2014,172228.02,San pham D,SPD,299689
24/10/2014,173228.02,San pham D,SPD,300289
25/10/2014,174228.02,San pham E,SPE,300889
26/10/2014,175228.02,San pham E,SPE,301489
27/10/2014,176228.02,San pham E,SPE,302089
28/10/2014,177228.02,San pham E,SPE,302689
29/10/2014,178228.02,San pham E,SPE,303289
30/10/2014,179228.02,San pham E,SPE,303889
31/10/2014,180228.02,San pham E,SPE,304489
01/11/2014,181228.02,San pham E,SPE,305089
02/11/2014,182228.02,San pham E,SPE,305689
03/11/2014,183228.02,San pham E,SPE,306289
04/11/2014,184228.02,San pham E,SPE,306889
05/11/2014,185228.02,San pham E,SPE,307489
06/11/2014,186228.02,San pham E,SPE,308089
07/11/2014,187228.02,San pham E,SPE,308689
08/11/2014,188228.02,San pham E,SPE,309289
09/11/2014,189228.02,San pham E,SPE,309889
10/11/2014,190228.02,San pham E,SPE,310489
11/11/2014,191228.02,San pham E,SPE,311089
12/11/2014,192228.02,San pham E,SPE,311689
13/11/2014,193228.02,San pham E,SPE,312289
14/11/2014,194228.02,San pham E,SPE,312889
15/11/2014,195228.02,San pham E,SPE,313489
16/11/2014,196228.02,San pham E,SPE,314089
17/11/2014,197228.02,San pham E,SPE,314689
18/11/2014,198228.02,San pham E,SPE,315289
19/11/2014,199228.02,San pham E,SPE,315889
20/11/2014,200228.02,San pham E,SPE,316489
21/11/2014,201228.02,San pham F,SPF,317089
22/11/2014,202228.02,San pham F,SPF,317689
23/11/2014,203228.02,San pham F,SPF,318289
24/11/2014,203627.02,San pham F,SPF,318889
25/11/2014,204026.02,San pham F,SPF,319489
26/11/2014,204425.02,San pham F,SPF,320089
27/11/2014,204824.02,San pham F,SPF,320689
28/11/2014,205223.02,San pham F,SPF,321289
29/11/2014,205622.02,San pham F,SPF,321889
30/11/2014,206021.02,San pham F,SPF,322489
01/12/2014,206420.02,San pham F,SPF,323089
02/12/2014,206819.02,San pham F,SPF,323689
03/12/2014,207218.02,San pham F,SPF,324289
04/12/2014,207617.02,San pham F,SPF,324889
05/12/2014,208016.02,San pham F,SPF,325489
06/12/2014,208415.02,San pham F,SPF,326089
07/12/2014,208814.02,San pham F,SPF,326689
08/12/2014,209213.02,San pham F,SPF,327289
09/12/2014,209612.02,San pham G,SPG,327889
10/12/2014,210011.02,San pham G,SPG,328489
11/12/2014,210410.02,San pham G,SPG,329089
12/12/2014,210809.02,San pham G,SPG,329689
13/12/2014,211208.02,San pham G,SPG,330289
14/12/2014,211607.02,San pham G,SPG,330889
15/12/2014,212006.02,San pham G,SPG,331489
16/12/2014,212405.02,San pham G,SPG,332089
17/12/2014,212804.02,San pham G,SPG,332689
18/12/2014,213203.02,San pham G,SPG,333289
19/12/2014,213602.02,San pham G,SPG,333889
20/12/2014,214001.02,San pham G,SPG,334489
21/12/2014,214400.02,San pham G,SPG,335089
22/12/2014,214799.02,San pham G,SPG,335689
23/12/2014,215198.02,San pham G,SPG,336289
24/12/2014,215597.02,San pham G,SPG,336889
25/12/2014,215996.02,San pham G,SPG,337489
26/12/2014,216395.02,San pham G,SPG,338089
27/12/2014,216794.02,San pham G,SPG,338689
28/12/2014,217193.02,San pham G,SPG,339289
29/12/2014,217592.02,San pham G,SPG,339889
30/12/2014,217991.02,San pham G,SPG,340489
31/12/2014,218390.02,San pham G,SPG,341089
01/01/2015,218789.02,San pham G,SPG,341689
02/01/2015,219188.02,San pham G,SPG,342289
03/01/2015,219587.02,San pham G,SPG,342889
04/01/2015,219986.02,San pham G,SPG,343489
05/01/2015,220385.02,San pham G,SPG,344089
06/01/2015,220784.02,San pham G,SPG,344689
07/01/2015,221183.02,San pham G,SPG,345289
08/01/2015,221582.02,San pham G,SPG,345889
09/01/2015,221981.02,San pham G,SPG,346489
10/01/2015,222380.02,San pham G,SPG,347089
11/01/2015,222779.02,San pham G,SPG,347689
12/01/2015,223178.02,San pham G,SPG,348289
13/01/2015,223577.02,San pham G,SPG,348889
14/01/2015,223976.02,San pham G,SPG,349489
15/01/2015,224375.02,San pham G,SPG,350089
16/01/2015,224774.02,San pham G,SPG,350689
17/01/2015,225173.02,San pham G,SPG,351289
18/01/2015,225572.02,San pham G,SPG,351889
19/01/2015,225971.02,San pham G,SPG,352489
20/01/2015,226370.02,San pham G,SPG,353089
21/01/2015,226769.02,San pham G,SPG,353689
22/01/2015,227168.02,San pham G,SPG,354289
23/01/2015,227567.02,San pham G,SPG,354889
24/01/2015,227966.02,San pham H,SPH,355489
25/01/2015,228365.02,San pham H,SPH,356089
26/01/2015,228764.02,San pham H,SPH,356689
27/01/2015,229163.02,San pham H,SPH,357289
28/01/2015,229562.02,San pham H,SPH,357889
29/01/2015,229961.02,San pham H,SPH,358489
30/01/2015,230360.02,San pham H,SPH,359089
31/01/2015,230759.02,San pham H,SPH,359989
01/02/2015,231158.02,San pham H,SPH,360589
02/02/2015,231557.02,San pham H,SPH,361189
03/02/2015,231956.02,San pham H,SPH,361789
04/02/2015,232355.02,San pham H,SPH,362389
05/02/2015,232754.02,San pham H,SPH,362989
06/02/2015,233153.02,San pham H,SPH,363589
07/02/2015,243153.02,San pham H,SPH,364189
08/02/2015,253153.02,San pham H,SPH,364789
09/02/2015,263153.02,San pham H,SPH,365389
10/02/2015,273153.02,San pham H,SPH,365989
11/02/2015,283153.02,San pham H,SPH,366589
12/02/2015,293153.02,San pham H,SPH,367189
13/02/2015,303153.02,San pham H,SPH,367789
14/02/2015,313153.02,San pham H,SPH,368389
15/02/2015,323153.02,San pham H,SPH,368989
16/02/2015,333153.02,San pham H,SPH,369589
17/02/2015,343153.02,San pham H,SPH,370189
18/02/2015,353153.02,San pham H,SPH,370789
19/02/2015,363153.02,San pham H,SPH,371389
20/02/2015,373153.02,San pham H,SPH,371989
21/02/2015,383153.02,San pham H,SPH,372589
22/02/2015,393153.02,San pham H,SPH,373189
23/02/2015,403153.02,San pham H,SPH,373588
24/02/2015,413153.02,San pham H,SPH,373987
25/02/2015,423153.02,San pham H,SPH,374386
26/02/2015,424153.02,San pham H,SPH,374785
27/02/2015,425153.02,San pham H,SPH,375184
28/02/2015,426153.02,San pham H,SPH,375583
01/03/2015,426552.02,San pham H,SPH,375982
02/03/2015,426951.02,San pham H,SPH,376381
03/03/2015,427350.02,San pham H,SPH,376780
04/03/2015,427749.02,San pham H,SPH,377179
05/03/2015,428148.02,San pham H,SPH,377578
06/03/2015,428547.02,San pham H,SPH,377977
07/03/2015,428946.02,San pham H,SPH,378376
08/03/2015,429345.02,San pham H,SPH,378775
09/03/2015,429744.02,San pham H,SPH,379174
10/03/2015,430143.02,San pham H,SPH,379573
11/03/2015,430542.02,San pham H,SPH,379972
12/03/2015,430941.02,San pham H,SPH,380371
13/03/2015,431340.02,San pham H,SPH,380770
14/03/2015,431739.02,San pham H,SPH,381169
15/03/2015,432138.02,San pham H,SPH,381568
16/03/2015,432537.02,San pham H,SPH,381967
17/03/2015,432936.02,San pham H,SPH,382366
18/03/2015,433335.02,San pham H,SPH,382765
19/03/2015,433734.02,San pham H,SPH,383164
20/03/2015,434133.02,San pham H,SPH,383563
21/03/2015,434532.02,San pham H,SPH,383962
22/03/2015,434931.02,San pham H,SPH,384361
